list-none-none,1,10,1,30,98014,3267
list-none-none,1,100,1,300,133124,443
list-none-none,1,1000,1,3000,4535542,1511
list-none-none,1,10000,1,30000,684677848,22822
list-none-none,1,20000,1,60000,3730309440,62171
list-none-none,2,1,1,6,126658,21109
list-none-none,2,10,1,60,95359,1589
list-none-none,8,10,1,240,329111,1371
list-none-none,12,1,1,36,416000,11555
list-none-none,12,10,1,360,455457,1265
list-i-none,2,1,1,6,85743,14290
list-i-none,2,2,1,12,87341,7278
list-i-none,2,4,1,24,88544,3689
list-i-none,2,16,1,96,170918,1780
list-i-none,4,1,1,12,142565,11880
list-i-none,4,2,1,24,133259,5552
list-i-none,4,4,1,48,163028,3396
list-i-none,4,8,1,96,161536,1682
list-i-none,8,1,1,24,275024,11459
list-i-none,8,2,1,48,244691,5097
list-i-none,8,4,1,96,325914,3394
list-i-none,8,8,1,192,327348,1704
list-i-none,12,1,1,36,400800,11133
list-d-none,2,1,1,6,131641,21940
list-d-none,2,2,1,12,112832,9402
list-d-none,2,4,1,24,97551,4064
list-d-none,2,8,1,48,90584,1887
list-d-none,4,1,1,12,155065,12922
list-d-none,8,1,1,24,308736,12864
list-d-none,8,2,1,48,275319,5735
list-il-none,2,2,1,12,166554,13879
list-il-none,2,4,1,24,109943,4580
list-il-none,2,8,1,48,134434,2800
list-il-none,2,16,1,96,198198,2064
list-il-none,4,1,1,12,213678,17806
list-il-none,4,4,1,48,162703,3389
list-il-none,8,1,1,24,305526,12730
list-il-none,12,2,1,72,417437,5797
list-il-none,12,4,1,144,397628,2761
list-il-none,12,8,1,288,400788,1391
list-dl-none,2,1,1,6,120073,20012
list-dl-none,2,2,1,12,114110,9509
list-dl-none,2,4,1,24,123061,5127
list-dl-none,2,8,1,48,167788,3495
list-dl-none,2,16,1,96,166427,1733
list-dl-none,4,1,1,12,141348,11779
list-dl-none,4,4,1,48,146368,3049
list-i-s,2,1,1,6,84109,14018
list-i-s,2,2,1,12,135493,11291
list-i-s,2,4,1,24,82354,3431
list-i-s,2,8,1,48,113764,2370
list-i-s,2,16,1,96,109174,1137
list-i-s,2,32,1,192,156870,817
list-i-s,4,1,1,12,141110,11759
list-i-s,4,2,1,24,140331,5847
list-i-s,4,4,1,48,136103,2835
list-i-s,4,8,1,96,145047,1510
list-i-s,4,16,1,192,206121,1073
list-i-s,4,32,1,384,349547,910
list-i-s,8,1,1,24,258306,10762
list-i-s,8,2,1,48,285776,5953
list-i-s,8,4,1,96,266643,2777
list-i-s,8,8,1,192,276197,1438
list-i-s,8,16,1,384,383341,998
list-i-s,8,32,1,768,1079011,1404
list-i-s,12,1,1,36,392099,10891
list-i-s,12,2,1,72,426690,5926
list-i-s,12,4,1,144,369869,2568
list-i-s,12,8,1,288,357817,1242
list-i-s,12,16,1,576,878192,1524
list-i-s,12,32,1,1152,1909504,1657
list-i-m,2,1,1,6,98092,16348
list-i-m,2,2,1,12,107976,8998
list-i-m,2,4,1,24,122398,5099
list-i-m,2,8,1,48,133601,2783
list-i-m,2,16,1,96,146362,1524
list-i-m,2,32,1,192,263100,1370
list-i-m,4,1,1,12,170875,14239
list-i-m,4,2,1,24,131069,5461
list-i-m,4,4,1,48,169617,3533
list-i-m,4,8,1,96,207536,2161
list-i-m,4,16,1,192,262221,1365
list-i-m,4,32,1,384,565732,1473
list-i-m,8,1,1,24,280695,11695
list-i-m,8,2,1,48,234602,4887
list-i-m,8,4,1,96,246742,2570
list-i-m,8,8,1,192,255639,1331
list-i-m,8,16,1,384,572401,1490
list-i-m,8,32,1,768,1323933,1723
list-i-m,12,1,1,36,389616,10822
list-i-m,12,2,1,72,411597,5716
list-i-m,12,4,1,144,386623,2684
list-i-m,12,8,1,288,503168,1747
list-i-m,12,16,1,576,862003,1496
list-i-m,12,32,1,1152,2298481,1995
list-d-s,2,1,1,6,89414,14902
list-d-s,2,2,1,12,117002,9750
list-d-s,2,4,1,24,106245,4426
list-d-s,2,8,1,48,125147,2607
list-d-s,2,16,1,96,118330,1232
list-d-s,2,32,1,192,142484,742
list-d-s,4,1,1,12,137334,11444
list-d-s,4,2,1,24,129346,5389
list-d-s,4,4,1,48,174654,3638
list-d-s,4,8,1,96,159782,1664
list-d-s,4,16,1,192,221966,1156
list-d-s,4,32,1,384,349348,909
list-d-s,8,1,1,24,290753,12114
list-d-s,8,2,1,48,322090,6710
list-d-s,8,4,1,96,304785,3174
list-d-s,8,8,1,192,287433,1497
list-d-s,8,16,1,384,277801,723
list-d-s,8,32,1,768,787865,1025
list-d-s,12,1,1,36,451687,12546
list-d-s,12,2,1,72,433003,6013
list-d-s,12,4,1,144,376525,2614
list-d-s,12,8,1,288,409720,1422
list-d-s,12,16,1,576,388101,673
list-d-s,12,32,1,1152,1344531,1167
list-d-m,2,1,1,6,146269,24378
list-d-m,2,2,1,12,118332,9861
list-d-m,2,4,1,24,88730,3697
list-d-m,2,8,1,48,97544,2032
list-d-m,2,16,1,96,119186,1241
list-d-m,2,32,1,192,190483,992
list-d-m,4,1,1,12,147423,12285
list-d-m,4,2,1,24,139159,5798
list-d-m,4,4,1,48,171005,3562
list-d-m,4,8,1,96,173073,1802
list-d-m,4,16,1,192,244062,1271
list-d-m,4,32,1,384,395707,1030
list-d-m,8,1,1,24,302870,12619
list-d-m,8,2,1,48,315209,6566
list-d-m,8,4,1,96,250873,2613
list-d-m,8,8,1,192,335327,1746
list-d-m,8,16,1,384,511177,1331
list-d-m,8,32,1,768,1287276,1676
list-d-m,12,1,1,36,369359,10259
list-d-m,12,2,1,72,429158,5960
list-d-m,12,4,1,144,424694,2949
list-d-m,12,8,1,288,416888,1447
list-d-m,12,16,1,576,799097,1387
list-d-m,12,32,1,1152,2124692,1844
list-il-s,2,1,1,6,96750,16125
list-il-s,2,2,1,12,85634,7136
list-il-s,2,4,1,24,120270,5011
list-il-s,2,8,1,48,139821,2912
list-il-s,2,16,1,96,163093,1698
list-il-s,2,32,1,192,222801,1160
list-il-s,4,1,1,12,162803,13566
list-il-s,4,2,1,24,137385,5724
list-il-s,4,4,1,48,147965,3082
list-il-s,4,8,1,96,214149,2230
list-il-s,4,16,1,192,280534,1461
list-il-s,4,32,1,384,497461,1295
list-il-s,8,1,1,24,295530,12313
list-il-s,8,2,1,48,267934,5581
list-il-s,8,4,1,96,250592,2610
list-il-s,8,8,1,192,294561,1534
list-il-s,8,16,1,384,510635,1329
list-il-s,8,32,1,768,989222,1288
list-il-s,12,1,1,36,365649,10156
list-il-s,12,2,1,72,358810,4983
list-il-s,12,4,1,144,373325,2592
list-il-s,12,8,1,288,381976,1326
list-il-s,12,16,1,576,920969,1598
list-il-s,12,32,1,1152,2086261,1810
list-il-m,2,1,1,6,84348,14058
list-il-m,2,2,1,12,99243,8270
list-il-m,2,4,1,24,89410,3725
list-il-m,2,8,1,48,139945,2915
list-il-m,2,16,1,96,138755,1445
list-il-m,2,32,1,192,267437,1392
list-il-m,4,1,1,12,135832,11319
list-il-m,4,2,1,24,131153,5464
list-il-m,4,4,1,48,155312,3235
list-il-m,4,8,1,96,248861,2592
list-il-m,4,16,1,192,319878,1666
list-il-m,4,32,1,384,601290,1565
list-il-m,8,1,1,24,267289,11137
list-il-m,8,2,1,48,231862,4830
list-il-m,8,4,1,96,249057,2594
list-il-m,8,8,1,192,352042,1833
list-il-m,8,16,1,384,807701,2103
list-il-m,8,32,1,768,1688692,2198
list-il-m,12,1,1,36,378850,10523
list-il-m,12,2,1,72,341435,4742
list-il-m,12,4,1,144,365528,2538
list-il-m,12,8,1,288,507487,1762
list-il-m,12,16,1,576,1166035,2024
list-il-m,12,32,1,1152,2625541,2279
list-dl-s,2,1,1,6,80760,13460
list-dl-s,2,2,1,12,110297,9191
list-dl-s,2,4,1,24,82767,3448
list-dl-s,2,8,1,48,100854,2101
list-dl-s,2,16,1,96,138491,1442
list-dl-s,2,32,1,192,187052,974
list-dl-s,4,1,1,12,153591,12799
list-dl-s,4,2,1,24,161205,6716
list-dl-s,4,4,1,48,150263,3130
list-dl-s,4,8,1,96,170761,1778
list-dl-s,4,16,1,192,257511,1341
list-dl-s,4,32,1,384,381688,993
list-dl-s,8,1,1,24,271726,11321
list-dl-s,8,2,1,48,257341,5361
list-dl-s,8,4,1,96,304479,3171
list-dl-s,8,8,1,192,297955,1551
list-dl-s,8,16,1,384,454173,1182
list-dl-s,8,32,1,768,1111148,1446
list-dl-s,12,1,1,36,396386,11010
list-dl-s,12,2,1,72,393919,5471
list-dl-s,12,4,1,144,360921,2506
list-dl-s,12,8,1,288,401163,1392
list-dl-s,12,16,1,576,896376,1556
list-dl-s,12,32,1,1152,1882114,1633
list-dl-m,2,1,1,6,80778,13463
list-dl-m,2,2,1,12,91498,7624
list-dl-m,2,4,1,24,107516,4479
list-dl-m,2,8,1,48,126167,2628
list-dl-m,2,16,1,96,206099,2146
list-dl-m,2,32,1,192,287009,1494
list-dl-m,4,1,1,12,137525,11460
list-dl-m,4,2,1,24,145415,6058
list-dl-m,4,4,1,48,181486,3780
list-dl-m,4,8,1,96,244181,2543
list-dl-m,4,16,1,192,275235,1433
list-dl-m,4,32,1,384,616228,1604
list-dl-m,8,1,1,24,259491,10812
list-dl-m,8,2,1,48,260031,5417
list-dl-m,8,4,1,96,237874,2477
list-dl-m,8,8,1,192,371221,1933
list-dl-m,8,16,1,384,676627,1762
list-dl-m,8,32,1,768,1503162,1957
list-dl-m,12,1,1,36,372295,10341
list-dl-m,12,2,1,72,359148,4988
list-dl-m,12,4,1,144,402929,2798
list-dl-m,12,8,1,288,569371,1976
list-dl-m,12,16,1,576,1096856,1904
list-dl-m,12,32,1,1152,2573906,2234
list-none-m,1,1000,1,3000,4372022,1457
list-none-m,2,1000,1,6000,25809882,4301
list-none-m,4,1000,1,12000,101704934,8475
list-none-m,8,1000,1,24000,416363945,17348
list-none-m,12,1000,1,36000,920014919,25555
list-none-m,16,1000,1,48000,1797275709,37443
list-none-m,24,1000,1,72000,4349749980,60413
list-none-s,1,1000,1,3000,4385521,1461
list-none-s,2,1000,1,6000,11876936,1979
list-none-s,4,1000,1,12000,43353641,3612
list-none-s,8,1000,1,24000,251389958,10474
list-none-s,12,1000,1,36000,604549574,16793
list-none-s,16,1000,1,48000,1393210657,29025
list-none-s,24,1000,1,72000,2087962210,28999
